id,name,phone,website,rating,reviews,address,industry,distance,ownerOperated,score,status,notes
b9f82df4-42e0-4684-b9a3-a1136f677c06,Ahlgren Landscaping,(860) 748-0780,https://ahlgrenlandscaping.com/?utm_source=LOCAL&utm_medium=ORGANIC&utm_campaign=GMB,4.3,28,"230 S Washington St UNIT 24, Plainville, CT 06062, USA",All,~15mi zone,True,95,Fairway,
5cdf9372-e2e4-4a02-8e49-b5d038a4c578,Costello Landscaping,(860) 747-1771,http://www.costellolandscaping.com/,4.7,16,"20 Wooster Ct, Bristol, CT 06010, USA",All,~15mi zone,True,95,Flagstick,texted with tim. 
0f2e91ab-a53d-4893-bd56-29043b3ecc32,J V Landscaping LLC,(860) 585-1321,http://www.jvlandscapingllc.com/,4.5,8,"55 Stafford Ave, Bristol, CT 06010, USA",All,~15mi zone,True,95,Fairway,
2dbdeaa5-42e8-40dd-b080-70a32fe48ab7,Landscapes Unlimited,(860) 621-7820,http://www.lsunlimited.com/,4.5,24,"173 Gannet Dr, Southington, CT 06489, USA",All,~15mi zone,True,95,Hazard,
50368612-a676-4b41-86d8-f94ac584b567,Affinity Landscaping,(860) 276-7872,http://affinitylandscapingct.com/,4.4,28,"39 Smith St APT 39, Terryville, CT 06786, USA",All,~15mi zone,True,95,Do Not Call,
bff46358-b1ae-4712-af12-e9afbeda92f0,Winterberry Gardens,(860) 378-0071,http://winterberrygarden.com/,4.3,156,"2070 West St, Southington, CT 06489, USA",All,~15mi zone,True,95,Do Not Call,
20e93483-75b7-47e5-a99a-5698f4d7470f,"Luis & Son, LLC",(203) 709-1170,https://www.lawnservicescompany.com/,4.6,11,"120 Anderson Ave, Waterbury, CT 06708, USA",All,~15mi zone,True,95,Hazard,
c1422255-fc10-4fe0-ba86-3b876067aa3c,Cocchiola Landscaping LLC,(203) 910-7431,https://www.facebook.com/profile.php?id=100063464684193&mibextid=LQQJ4d,5.0,3,"1133 Wolcott Rd, Wolcott, CT 06716, USA",All,~15mi zone,True,95,Fairway,
3dd3ee30-90d5-4ba2-aee8-d9c1b7c21ae6,Thomas-Hill Lawncare & Landscaping LLC,(860) 747-6761,http://www.thlawncare.com/,4.6,7,"230 S Washington St UNIT 9, Plainville, CT 06062, USA",All,~15mi zone,True,95,Fairway,receiption
ce06d956-293f-41f4-846d-b1fe3a059407,SLS Landscaping Supplies,(203) 419-0000,http://slslandscapingsupplies.com/,4.5,32,"40 Falls Ave, Waterbury, CT 06708, USA",All,~15mi zone,True,95,Fairway,
2a48f35e-45d7-4b19-97d1-d2f695dff08c,Custom Grounds Landscaping,(860) 583-6550,http://customgroundslandscape.com/,3.9,9,"111 Mines Rd, Bristol, CT 06010, USA",All,~15mi zone,True,95,Hazard,
db39cf51-4bba-4601-8478-6c439d04c07b,John's Lawn Care & Landscaping,(203) 879-9471,,4.4,5,"580 Wolcott Rd UNIT 2, Wolcott, CT 06716, USA",All,~15mi zone,True,95,Fairway,
e186a5a9-df76-4128-bf6b-2fbb2ea6e595,Country Gardens of Bristol,(860) 584-8997,http://www.countrygardensbristol.com/,4.5,15,"600 Middle St, Bristol, CT 06011, USA",All,~15mi zone,True,95,Bunker,
1f0fa0e3-9b98-49bd-8e37-841fa0142f61,Martin Landscaping & Horticultural Services LLC,(860) 585-6570,http://www.martinservicesllc.com/,4.3,19,"53 Mines Rd, Bristol, CT 06010, USA",All,~15mi zone,True,95,Fairway,
898214d4-9aea-4633-b5f2-b8ed0c892d2d,O & G Landscaping & Masonry,(860) 202-1601,,5.0,2,"1095 E Main St, Waterbury, CT 06705, USA",All,~15mi zone,True,95,Do Not Call,
28d76127-0c07-4994-a5af-be1f3acb82c2,Aiken landscaping llc,(203) 887-5667,http://aikenlandscaping.com/,5.0,38,"550 Island Ln, West Haven, CT 06516, USA",All,~15mi zone,True,95,Fairway,
3cec67a9-1be2-4ca4-bffe-a0e73b917a33,LORENZO'S LANDSCAPING & TREE SERVICE LLC,(203) 893-2714,http://lorenzoslandscapingtreeservice.com/,4.9,159,"50 Pine River Rd, North Haven, CT 06473, USA",All,~15mi zone,True,95,Hazard,
de94da55-14b9-4e93-8515-a88e04d47c8a,Professional Master Landscaping LLC,(203) 393-5673,https://professionalmasterlandscapingllc.com/,4.9,42,"40 Knox St, West Haven, CT 06516, USA",All,~15mi zone,True,95,Bunker,
d893ddf8-4dab-4cc8-86c7-0bac11b72ad2,CM Landscaping And Snow Removal,(203) 809-9395,http://www.cmlandscapings.com/,4.9,41,"107 Hoffman St, West Haven, CT 06516, USA",All,~15mi zone,True,95,Fairway,
5fdad67b-b66f-4c02-8717-2c46ccb1731f,J&M Landscaping,(203) 795-3953,http://www.jmlandscapingofct.com/,4.7,26,"85 Norman St, Orange, CT 06477, USA",All,~15mi zone,True,95,Do Not Call,
1721f8ea-aeb5-4f6b-a1c9-6c09feafbd8f,"JJBM Landscaping & Tree Removal, LLC",(203) 751-9576,http://jjbmct.com/,4.6,129,"230 Wakelee Ave, Ansonia, CT 06401, USA",All,~15mi zone,True,95,Fairway,
4677316c-f157-49e0-b582-f0a7eb6aba33,Ivy League Landscaping LLC,(203) 931-7445,http://ivyleaguelandscaping.com/,5.0,4,"50 Industry Dr, West Haven, CT 06516, USA",All,~15mi zone,True,95,Do Not Call,
e7a47d21-e0b8-4f15-b4de-4b28c337ea96,Avalanche Tree and Landscaping LLC,(203) 800-3010,https://avalanchelc.com/,4.7,51,"502 Orchard St, New Haven, CT 06511, USA",All,~15mi zone,True,95,Fairway,
a5c7f122-e0a0-4e33-ba8f-d51c5543b52a,Centi's Landscaping LLC & Tree Removal Services,(203) 507-9306,https://centislandscapingllc.com/,4.1,22,"418 Davenport Ave, New Haven, CT 06519, USA",All,~15mi zone,True,95,Fairway,
7686a90a-c1f5-4846-bb58-9781650b3761,V&V Landscaping LLC in CT Serving Fairfield Bridgeport Trumbull Stratford Shelton Seymour Derby Ansonia Hamden Woodbridge,(475) 306-1682,,4.5,26,"237 Main St, Ansonia, CT 06401, USA",All,~15mi zone,True,95,Tee Box,
9dc5ef00-4dec-4a99-a08a-86c779705d89,Amorales landscaping services llc & tree removal,(475) 343-9865,http://www.amoraleslandscapingservice.com/,5.0,11,"80 Shelton Ave, New Haven, CT 06511, USA",All,~15mi zone,True,95,Tee Box,
ae781c3a-7069-4a72-93d5-d08b121502dc,elephant ears landscaping,(203) 627-0064,https://elephantearslandscaping.com/,5.0,12,"14 Mill St, New Haven, CT 06513, USA",All,~15mi zone,True,95,Fairway,
c3b1cc5d-b364-45d4-a2aa-3ca5b7b4bef6,Executive Landscaping,(203) 407-8900,http://exec-land.com/,4.2,30,"37 Nettleton Ave, North Haven, CT 06473, USA",All,~15mi zone,True,95,Tee Box,
5b1e50c8-c9fb-43fe-80c9-b4a73fdb7108,Winslow Landscaping,(203) 673-8027,http://www.winslowlandscaping.com/,3.7,24,"139 Water St, Derby, CT 06418, USA",All,~15mi zone,True,95,Do Not Call,
33185928-d1ec-4360-9644-526a13b933c7,"Lucero & Gonzalez Landscaping in CT, Connecticut",(203) 885-9303,http://luceroandglandscapingllc.com/,5.0,9,"161 Highland Ave, East Haven, CT 06513, USA",All,~15mi zone,True,95,Tee Box,
d2675e19-b76e-4167-a2e3-721516c20fe1,Hands on Landscaping,(203) 937-2150,https://www.handsonlandscapingllc.com/,4.4,14,"115 Hood Terrace, West Haven, CT 06516, USA",All,~15mi zone,True,95,Tee Box,
998ec846-996e-451b-8a3d-ccc174c88762,Green Landscaping LLC,(203) 430-1037,https://landscaping-green.com/,5.0,6,"493 Dogwood Rd, Orange, CT 06477, USA",All,~15mi zone,True,95,Tee Box,
35c8199f-8fcd-4469-9b47-4042b44c3bcf,Sarango Landscaping & Construction Llc,(203) 430-8650,https://sarangolandscaping.com/,4.5,8,"161 Lexington Ave, New Haven, CT 06513, USA",All,~15mi zone,True,95,Tee Box,
63dd8993-a12d-4414-9c36-0429043285c3,Y&B Landscaping Tree Services LLC,(203) 721-2517,https://yandbtreeservices.com/,5.0,60,"96 High St, Ansonia, CT 06401, USA",All,~15mi zone,True,95,Tee Box,
359b87ea-4680-447a-872f-0bdcd6a744da,Barretta Gardens & Landscape,(203) 876-8123,https://barrettas.com/,4.1,31,"23 Factory St, Derby, CT 06418, USA",All,~15mi zone,True,95,Fairway,call at 11 for jenna
90cff2b5-d5c1-4ef1-be38-c8cdd228fc7f,All Area Landscaping LLC,(203) 288-2953,http://www.allarealandscaping.com/,4.3,12,"18 Crestway, Hamden, CT 06514, USA",All,~15mi zone,True,95,Fairway,
bf52123c-96dd-46eb-b719-196e840088e3,Mag Landscaping Llc,(203) 906-8259,https://www.maglandscapingllc.com/,5.0,3,"86 Springside Ave, New Haven, CT 06515, USA",All,~15mi zone,True,95,Fairway,
c3ee2aca-6ccc-40f8-a38c-ef1907c473e9,Matt's Meticulous Landscaping,(203) 584-0272,http://www.meticulousyard.com/,3.7,3,"249 Oliver Rd, New Haven, CT 06515, USA",All,~15mi zone,True,95,Fairway,
305bfb70-cbba-4eb5-8f94-9678fd91bafe,J and H Landscaping CT,(203) 619-3192,https://jandhlandscapingct.com/,4.9,99,"159 b N Colony Rd, Wallingford, CT 06492, USA",All,~15mi zone,True,95,Do Not Call,
c0fb0888-cdad-4b40-aad4-d9e88439d196,CT Master Lawn & Services LLC,(860) 306-7380,http://www.ctmasterlawn.com/,5.0,90,"32 Meadow Rd, Cromwell, CT 06416, USA",All,~15mi zone,True,95,Do Not Call,
c5b8176d-136b-4cf6-b0b3-c1c6f679e081,"Lawrence Landscaping, LLC",(860) 518-4876,https://lawrencelandscapingct.com/,5.0,8,"65 Stockings Brook Rd, Kensington, CT 06037, USA",All,~15mi zone,True,95,Green,
838f5676-0284-4d76-a416-4a756d66aabe,Bear Rock Landscaping llc,(860) 250-7285,http://bearrocklandscaping.com/,4.8,20,"169 Bear Rock Rd, Durham, CT 06422, USA",All,~15mi zone,True,95,Tee Box,
0b946149-db66-4881-a47b-09ded78c1bc0,Delgado's Landscaping LLC.,(203) 715-9663,http://www.delgadoslandscapingllc.com/,4.6,9,"Reynolds Dr, Meriden, CT 06450, USA",All,~15mi zone,True,95,Tee Box,
9f4b14c6-5f80-419a-8d4d-2de25a5beda5,Hardscapes Landscaping LLC,(203) 234-1915,http://hardscapeslandscaping.com/,4.2,27,"47D N Plains Industrial Rd, Wallingford, CT 06492, USA",All,~15mi zone,True,95,Fairway,
d6b2f7a6-85c9-43e1-ad95-5ac15f7fe6f1,Christensen Landscape Services LLC,(203) 484-0424,https://www.christensenlandscape.com/,4.5,15,"325 Reeds Gap Rd, Northford, CT 06472, USA",All,~15mi zone,True,95,Tee Box,
fcd4cd7b-13dd-46bd-9f36-8f9b878ab796,Sunrise Pro Landscape Supply,(203) 252-4000,https://www.sunriseprolandscapesupply.com/,5.0,22,"210 Main St, Wallingford, CT 06492, USA",All,~15mi zone,True,95,Tee Box,
70b2a8b6-b889-4ce1-9cf8-7c4e11930568,Scovill's Landscape Contractors,(860) 635-2639,http://scovillslandscapecontractors.com/,5.0,38,"18 Hillside Rd, Cromwell, CT 06416, USA",All,~15mi zone,True,95,Tee Box,
0d3087c6-2a0f-4cdc-887e-6cff5c6a65d4,Lion's Creek Outdoor,(203) 824-7564,https://www.lionscreekconstruction.com/,5.0,39,"1054 Clintonville Rd, Wallingford, CT 06492, USA",All,~15mi zone,True,95,Tee Box,
8ba01755-adf4-482e-a58d-bba23e73f452,Torrison Stone & Garden,(860) 349-0119,https://www.torrisonstone.com/,4.4,113,"422 Main St, Durham, CT 06422, USA",All,~15mi zone,True,95,Tee Box,
6916b209-18c3-4315-97e9-a665c2d02be4,FPO Landscaping LLC,(860) 759-7955,https://fpolandscaping.com/,4.9,9,"Gina Dr, Durham, CT 06422, USA",All,~15mi zone,True,95,Fairway,
7fe85b14-66f9-44e7-bd8e-9d2cf22691e4,Wallingford Lawn Care LLC,(203) 208-9899,https://wallingfordlawncare.com/,5.0,25,"St, Wallingford, CT 06492, USA",All,~15mi zone,True,95,Fairway,
b53e50d6-b12d-439d-933b-0c7996a2e33b,Newtown Landscaping Pro,(203) 580-4323,http://www.newtownlandscapingpro.com/,4.8,48,"23 Commerce Rd #5, Newtown, CT 06470, USA",All,~15mi zone,True,95,Fairway,
74b4b145-9307-45bf-a82d-cf96f4be3a02,Landscaping Unlimited,(203) 426-0208,http://www.landunlim.com/,4.7,24,"2 Bridge End Farm Ln, Sandy Hook, CT 06482, USA",All,~15mi zone,True,95,Tee Box,
67a872a0-d95c-457f-8405-9638cf795b4f,"Giglio Landscape Services, LLC",(203) 270-4585,https://gigliolandscape.com/,4.9,66,"71 S Main St Unit 7, Newtown, CT 06470, USA",All,~15mi zone,True,95,Fairway,
f29a5718-5cb7-48d2-a345-bc0eb814c67e,Pro Landscaping of Southbury,(203) 275-0311,http://www.prolandscapingsouthbury.com/,4.7,30,"400 Main St S, Southbury, CT 06488, USA",All,~15mi zone,True,95,Tee Box,
108ebbb0-83b3-4793-b884-39defa1f5051,A.T.P. Landscaping,(203) 264-7771,https://atplandscaping.com/,4.8,25,"265 Horse Fence Hill Rd, Southbury, CT 06488, USA",All,~15mi zone,True,95,Tee Box,
642b8f6c-f9c6-4575-99dc-69cec6271b80,J & M Landscape Design,(203) 264-1109,https://www.jandmlandscapedesign.com/,5.0,8,"85 Fox Rd, Woodbury, CT 06798, USA",All,~15mi zone,True,95,Tee Box,
dd160b53-0435-4354-b7ee-dec87463b4cc,Rooster's Landscape & Garden Supply Llc,(203) 308-6682,http://roosterslgs.com/,4.5,77,"20 New Haven Rd, Seymour, CT 06483, USA",All,~15mi zone,True,95,Tee Box,
e0ce332f-1baa-4fa7-a047-7ad1b969dfcf,Keith's Advanced Landscaping,(860) 250-6549,https://www.keithsadvancedlandscaping.com/,5.0,30,"16 Clifford St, Newington, CT 06111, USA",All,~15mi zone,True,95,Tee Box,
9bee9607-94b7-44c5-b8f7-d377d9adf649,"M&G Landscaping, LLC",(860) 516-0866,http://www.mnglandscaping.com/,4.6,66,"310R Newington Rd, West Hartford, CT 06110, USA",All,~15mi zone,True,95,Tee Box,
49b29177-0203-488c-ba13-bd4aa1406ec6,Lentini Landscaping LLC,(860) 921-2549,https://lentinilandscaping.jobbersites.com/,4.8,18,"105 Ashland Ave, Newington, CT 06111, USA",All,~15mi zone,True,95,Tee Box,
22724402-553c-4764-ba3c-f279a9625ff7,Temo Landscaping & Tree Service,(860) 883-8197,http://temolandscaping.com/,5.0,16,"44 Sherbrooke Ave, Hartford, CT 06106, USA",All,~15mi zone,True,95,Tee Box,
61c31d7d-2a18-4064-bc3b-7eeb562dd21c,"Plummer All Season Landscaping, LLC",(860) 632-0007,http://plummerlandscaping.com/,4.4,21,"224 Shunpike Rd, Cromwell, CT 06416, USA",All,~15mi zone,True,95,Tee Box,
129b950e-cd1b-401b-8c36-0ac2600f4fcc,Simply Landscaping LLC,(860) 402-2168,https://simplylandscapingct.com/,5.0,3,"115 Augusta Dr, Newington, CT 06111, USA",All,~15mi zone,True,95,Tee Box,
5ca351fa-2290-4987-8057-403362681499,Five Star Lawn & Landscape LLC,(860) 539-2469,https://www.fivestarlawnlandscaping.com/,4.8,42,"105 Pane Rd Unit C, Newington, CT 06111, USA",All,~15mi zone,True,95,Tee Box,
1d3a2c90-fed7-4143-84ea-dd24b63362e6,Dirt and Stone Landscaping,(860) 680-6401,http://www.dirtandstonelandscaping.com/,5.0,4,"95 Foster St, Newington, CT 06111, USA",All,~15mi zone,True,95,Tee Box,
1fdefe21-9bff-46e9-82a6-f3474fd4c131,Hillside Landscaping Co.,(860) 828-8929,https://www.hillsidescapes.com/,4.4,13,"162 Burnham St, Berlin, CT 06037, USA",All,~15mi zone,True,95,Tee Box,
27fd2658-6680-48fd-b53b-199085ef37d8,Bellingrath Bros. Landscape & Design,(860) 490-2817,https://bbroslandscaping.com/,4.7,27,"45 Spring St, Newington, CT 06111, USA",All,~15mi zone,True,95,Tee Box,
e87812d6-2885-4ef5-9c3f-189d4212674b,Al's Landscaping & Nursery,(860) 667-1822,http://www.alslandscaping.com/,4.8,30,"204 Kelsey St, Newington, CT 06111, USA",All,~15mi zone,True,95,Tee Box,
9ab84378-67fa-4d43-9b57-3134ef21683f,Olive Creek Landscaping LLC,(860) 804-0558,http://www.olivecreeklandscapingllc.com/,4.9,13,"54 Belmont St, New Britain, CT 06053, USA",All,~15mi zone,True,95,Tee Box,
6b975727-42c1-402c-b9eb-7d9a45d31400,A H Hutchinson Landscaping Llc,(860) 563-5801,http://ahhland.com/,4.1,10,"451 Maple St, Wethersfield, CT 06109, USA",All,~15mi zone,True,95,Tee Box,
19bce4e0-f7d1-4b6f-ab96-3a0e83988e9e,Dill Landscaping & Fence Company,(860) 966-2281,https://dillandscaping.com/,5.0,13,"624 Wethersfield Ave, Hartford, CT 06114, USA",All,~15mi zone,True,95,Tee Box,
42e1fc76-e865-45ed-b4ad-b20348baca24,Trout Brook Arborists - Landscaping & Tree Services,(860) 888-8472,https://troutbrooktree.com/,4.9,227,"69 Talcott Rd, West Hartford, CT 06110, USA",All,~15mi zone,True,95,Tee Box,
3b287d46-8ab3-43e9-8464-9f1f1231315c,Stonehedge Ldscpg And Garden Center,(860) 667-1158,http://www.stonehedgelandscapingco.com/,4.6,235,"1616 Willard Ave, Newington, CT 06111, USA",All,~15mi zone,True,95,Tee Box,
010483d4-e6df-4cd7-bd0b-5bf0075d51c6,American Landscaping (Tree Service),(860) 983-1377,https://american-landscaping.com/,4.7,80,"69 Talcott Rd, West Hartford, CT 06110, USA",All,~15mi zone,True,95,Tee Box,
e9103e63-e425-406c-b003-95a76815dbcf,Donnellan & Sons Landscaping,(860) 953-2824,https://www.donnellanlandscaping.com/,4.0,8,"121 Styles Ave, Newington, CT 06111, USA",All,~15mi zone,True,95,Tee Box,
c17009ab-5917-438a-859d-db0aed806c48,Brooks Landscaping LLC,(203) 266-6363,http://www.brookslandscapingct.com/,4.4,38,"321 Main St S, Bethlehem, CT 06751, USA",All,~15mi zone,True,95,Tee Box,
8332d8d5-75fb-459a-a62a-765e48098545,Oak Hills Landscaping,(860) 307-5841,http://www.oakhillslandscaping.com/,5.0,6,"161 Watertown Rd, Morris, CT 06763, USA",All,~15mi zone,True,95,Tee Box,
73a3e95c-02dd-41e8-853e-525e1393554b,Clean Cut Landscaping,(203) 481-5680,http://www.cleancutlandscapingct.com/,4.5,35,"190 Totoket Rd, North Branford, CT 06471, USA",All,~15mi zone,True,95,Tee Box,
1ea6801a-22a4-4d9a-964c-748eb3c13f30,Shorehaven Landscape,(203) 244-8988,https://www.shorehavenlandscape.com/,5.0,47,"497 E Main St, Branford, CT 06405, USA",All,~15mi zone,True,95,Tee Box,
7a35f8a1-f91f-4a64-ab1e-ea57a5bfbbac,Landscaping with Hart LLC. ®️,(203) 915-8763,http://www.landscapingwithhartllc.com/,5.0,4,"178 Race Hill Rd, Guilford, CT 06437, USA",All,~15mi zone,True,95,Tee Box,
71c17a39-98b3-412f-ae92-ba72d077525b,DeiesoLandscaping LLC,(203) 500-3524,http://www.deiesolandscaping.com/,5.0,27,"32 Wilson St, East Haven, CT 06512, USA",All,~15mi zone,True,95,Tee Box,
f0c3add7-d824-4aa2-a8e3-9e62d6138d7b,Sachem Landscaping,(203) 458-6389,http://sachemlandscaping.com/,4.4,14,"44 Norton Ave, Guilford, CT 06437, USA",All,~15mi zone,True,95,Tee Box,
02d3df72-976a-46ed-ab6b-6c77241568e2,Perfect Landscaping LLC,(203) 239-2382,http://www.perfectlandscapingct.com/,3.5,8,"80 Salvatore Dr, North Haven, CT 06473, USA",All,~15mi zone,True,95,Tee Box,
2b172c9d-e5b9-4c24-8213-ba909a668979,Demar's Landscaping,(203) 483-5252,http://www.demarslandscapingct.com/,4.0,10,"454 E Main St, Branford, CT 06405, USA",All,~15mi zone,True,95,Tee Box,
3f213614-e3fe-4d1b-9e1f-0ac165d803e3,Team Landscaping Services,(203) 488-3645,https://www.teamlandscaping.net/,5.0,3,"42 Tabor Dr #4, Branford, CT 06405, USA",All,~15mi zone,True,95,Tee Box,
57bbf8ee-0e9a-4807-84a5-5d39f652654c,Rocko's Landscaping,(475) 201-4656,https://rockoslandscaping.com/,5.0,2,"83 Elliot St, New Haven, CT 06519, USA",All,~15mi zone,True,95,Tee Box,
c1874c69-071c-416f-811f-05f2b1d3af40,Affordable Landscaping & Tree Service LLC,(203) 214-9216,http://www.affordablelandscapingandtreellc.com/,3.9,8,"120 Church St, Hamden, CT 06514, USA",All,~15mi zone,True,95,Tee Box,
2b18d091-879a-4208-883e-9b1de8c3abc8,Cutting Edge Landscape & Lawncare LLC,(203) 685-6011,https://www.cuttingedgelandscapect.com/,5.0,38,"31 Doris St, Trumbull, CT 06611, USA",All,~15mi zone,True,95,Tee Box,
93490bcc-b51a-4788-bc11-960f6028e69b,Russ' Landscape Service LLC,(203) 650-4288,https://www.russlandscape.com/,5.0,12,"7 Ledgewood Rd, Shelton, CT 06484, USA",All,~15mi zone,True,95,Tee Box,
423bdb11-17eb-4468-bb32-aaf936b66ce4,Silverhill Landscaping,(203) 428-8011,http://www.silverhilllandscaping.com/,5.0,14,"6 Old Teller Rd, Trumbull, CT 06611, USA",All,~15mi zone,True,95,Tee Box,
4f18204c-dfbf-400d-ab9c-5a03144a92b0,Ace Landscaping LLC,(203) 205-9422,https://acelandscapingllc.com/,4.6,32,"88 Scenic Hill Rd, Trumbull, CT 06611, USA",All,~15mi zone,True,95,Tee Box,
b089b489-c3e3-4699-8bee-7ad5e74d34a8,PJ's Landscape & Design LLC,(203) 545-9126,http://pjlandscape.com/,5.0,10,"494 Bridgeport Ave Suite 101-386, Shelton, CT 06484, USA",All,~15mi zone,True,95,Tee Box,
8bc57ea3-5e8d-4849-b64f-082be6384f7a,RE/MAX RISE,(203) 714-6479,http://remaxrisect.com/,4.8,52,"175 Church St, Naugatuck, CT 06770, USA",All,~15mi zone,True,95,Tee Box,
bc35b912-3918-4682-9634-8619490cb585,Advise Realty Services,(203) 996-1506,http://adviserealtyservices.com/,5.0,81,"Advise Realty Services, 35 N Main St Suite 2H, Southington, CT 06489, USA",All,~15mi zone,True,95,Tee Box,
c9e8805e-e5cb-403f-a755-742c5ed97875,Toledo Realty CT,(203) 808-9724,https://toledorealtyct.com/,4.9,80,"39 Meriden Rd, Waterbury, CT 06705, USA",All,~15mi zone,True,95,Tee Box,
0ca37d10-f184-4ed4-b486-8cb7c71f9521,Brass Moon Realty,(203) 945-1000,http://brassmoonrealty.com/,4.7,43,"2 Lakewood Rd, Waterbury, CT 06704, USA",All,~15mi zone,True,95,Tee Box,
d1d1c048-f5b7-4d2d-a00c-5889abcf90a9,Calcagni Real Estate,(203) 272-1821,http://www.calcagni.com/,4.9,152,"975 S Main St, Cheshire, CT 06410, USA",All,~15mi zone,True,95,Tee Box,
9c4178a6-873c-4e25-b426-c67c25e8c034,Better Living Realty LLC,(203) 756-2520,http://www.betterlivingrealtyllc.com/,4.8,28,"348 Frost Rd UNIT 1, Waterbury, CT 06705, USA",All,~15mi zone,True,95,Tee Box,
4ac00fb3-2980-42b8-a410-229a26abd5df,Best Real Estate Brokerage LLC,(860) 255-4112,https://bestrealestatect.com/,5.0,43,"40 N Main St, Southington, CT 06489, USA",All,~15mi zone,True,95,Tee Box,
0101d6bc-b56d-4b0e-85ec-457226149e74,Realty 3 CT,(860) 621-7323,http://www.realty3ct.com/,4.8,128,"276 N Main St, Southington, CT 06489, USA",All,~15mi zone,True,95,Tee Box,
